Credit Score,Finance Type,LTV,Binded VSC
618,Refi,1.264,0
618,Refi,1.267,0.27
618,Refi,1.276,0
618,Refi,1.280,0.31
618,Refi,1.321,0
618,Refi,1.352,0.31
618,Refi,1.392,0
619,Purchase,0.362,0
619,Purchase,0.498,0
619,Refi,1.513,0
619,Refi,1.593,0
619,Refi,0.970,0
619,Purchase,1.108,0
619,Refi,1.347,0
619,Refi,0.870,0
619,Purchase,0.936,0
619,Refi,1.024,0
619,Refi,1.030,0
619,Refi,1.047,0
619,Refi,0.912,0
619,Purchase,1.040,0
619,Purchase,1.076,0
619,Refi,1.076,0.17
619,Refi,1.134,0
619,Refi,1.156,0
619,Refi,1.194,0
619,Refi,1.304,0
620,Refi,0.593,0
620,Refi,1.530,0
620,Refi,1.534,0.27
620,Refi,1.106,0
620,Purchase,0.973,0.31
620,Purchase,0.860,0
620,Purchase,1.371,0
620,Purchase,1.229,0
620,Purchase,1.247,0
620,Purchase,1.269,0
620,Refi,0.964,0
620,Refi,0.980,0
620,Refi,1.497,0
620,Refi,1.093,0
620,Refi,1.138,0
620,Refi,1.175,0
620,Refi,1.243,0
620,Refi,1.262,0
620,Refi,1.268,0
620,Refi,1.273,0
620,Refi,1.275,0
620,Refi,1.286,0
620,Refi,1.313,0
621,Refi,0.857,0
621,Refi,0.892,0
621,Purchase,1.409,0
621,Refi,1.296,0
621,Purchase,1.351,0.31
621,Purchase,1.275,0.4
621,Refi,1.045,0
621,Refi,1.058,0.4
621,Refi,1.453,0
621,Refi,1.481,0
621,Refi,1.486,0
621,Refi,1.123,0
621,Refi,1.146,0
621,Refi,1.174,0
621,Refi,1.178,0
621,Refi,1.187,0
621,Refi,1.196,0
621,Refi,1.207,0
621,Refi,1.224,0
621,Refi,1.259,0
621,Refi,1.291,0
621,Refi,1.312,0.17
621,Refi,1.334,0
621,Refi,1.40611,0
622,Refi,1.520,0.45
622,Purchase,1.069,0
622,Purchase,1.304,0
622,Purchase,1.050,0
622,Purchase,1.116,0
622,Purchase,1.188,0
622,Refi,1.019,0
622,Refi,1.022,0
622,Refi,1.022,0
622,Refi,1.046,0
622,Refi,1.070,0
622,Refi,1.092,0
622,Refi,1.100,0
622,Refi,1.441,0
622,Refi,1.445,0
622,Refi,1.450,0
622,Refi,1.470,0
622,Refi,1.485,0
622,Refi,1.147,0
622,Refi,1.201,0
622,Refi,1.213,0
622,Refi,1.239,0.45
622,Refi,1.276,0
622,Refi,1.278,0
622,Refi,1.294,0
622,Refi,1.311,0
622,Refi,1.333,0
622,Refi,1.347,0
622,Refi,1.40294,0
622,Refi,1.40781,0
623,Purchase,0.587,0
623,Purchase,0.738,0
623,Purchase,0.821,0
623,Refi,0.830,0.21
623,Refi,0.879,0
623,Purchase,0.812,0
623,Purchase,1.318,0
623,Refi,1.439,0
623,Purchase,1.094,0
623,Purchase,1.346,0
623,Purchase,1.361,0
623,Purchase,1.157,0
623,Purchase,1.245,0
623,Refi,1.060,0
623,Refi,1.430,0
623,Refi,1.444,0
623,Refi,1.233,0
623,Refi,1.305,0
623,Refi,1.357,0
623,Refi,1.381,0
623,Refi,1.399,0
623,Refi,1.40945,0
624,Refi,0.465,0
624,Purchase,0.916,0
624,Purchase,1.036,0
624,Refi,1.460,0
624,Refi,1.227,0
624,Refi,1.291,0
624,Refi,0.958,0.45
624,Purchase,1.366,0
624,Purchase,1.367,0
624,Purchase,1.173,0
624,Purchase,1.185,0
624,Purchase,1.251,0
624,Refi,1.034,0
624,Refi,1.063,0
624,Refi,1.428,0
624,Refi,1.131,0
624,Refi,1.176,0
624,Refi,1.228,0
624,Refi,1.325,0.15
624,Refi,1.332,0
624,Refi,1.345,0
624,Refi,1.386,0
624,Refi,1.40627,0
625,Refi,0.491,0
625,Purchase,0.881,0
625,Purchase,0.898,0
625,Purchase,1.197,0
625,Purchase,1.252,0
625,Refi,1.104,0
625,Refi,0.929,0
625,Refi,0.993,0.15
625,Purchase,1.350,0.21
625,Purchase,1.366,0
625,Purchase,1.130,0
625,Purchase,1.145,0
625,Purchase,1.237,0
625,Purchase,1.241,0
625,Purchase,1.258,0
625,Purchase,1.262,0
625,Refi,1.048,0
625,Refi,1.049,0
625,Refi,1.416,0
625,Refi,1.440,0
625,Refi,1.496,0
625,Refi,1.137,0
625,Refi,1.149,0
625,Refi,1.160,0
625,Refi,1.167,0
625,Refi,1.191,0
625,Refi,1.193,0
625,Refi,1.225,0
625,Refi,1.228,0
625,Refi,1.231,1
625,Refi,1.262,0
625,Refi,1.274,0
625,Refi,1.282,0
625,Refi,1.286,0
625,Refi,1.301,0
625,Refi,1.322,0.21
625,Refi,1.324,0
625,Refi,1.383,0
625,Refi,1.400,0
626,Purchase,1.568,0
626,Purchase,1.410,0
626,Refi,0.905,0
626,Purchase,1.132,0
626,Purchase,1.154,0
626,Purchase,1.231,0
626,Refi,1.112,0
626,Refi,1.170,0
626,Refi,1.280,0
626,Refi,1.353,0
626,Refi,0.986,0
626,Purchase,1.080,0
626,Purchase,1.260,0
626,Purchase,1.307,0
626,Refi,1.50396,0
626,Refi,1.132,0
626,Refi,1.136,0
626,Refi,1.220,0
626,Refi,1.258,0.45
626,Refi,1.272,0
626,Refi,1.326,0
626,Refi,1.350,0
626,Refi,1.358,0
626,Refi,1.400,0
627,Refi,0.718,0
627,Purchase,0.734,0
627,Refi,1.444,0
627,Refi,1.165,0
627,Refi,1.399,0
627,Refi,0.986,0
627,Purchase,1.019,0
627,Purchase,1.024,0
627,Purchase,1.176,0
627,Purchase,1.237,0
627,Purchase,1.252,0
627,Refi,1.014,0
627,Refi,1.410,0
627,Refi,1.424,0
627,Refi,1.458,0
627,Refi,1.117,0.45
627,Refi,1.149,0
627,Refi,1.190,0
627,Refi,1.247,0
627,Refi,1.255,0
627,Refi,1.265,0
627,Refi,1.277,0.07
627,Refi,1.345,0
627,Refi,1.349,0
627,Refi,1.379,0
628,Purchase,0.468,0.2
628,Purchase,0.951,0
628,Purchase,0.990,0
628,Refi,0.978,0
628,Refi,0.992,0
628,Purchase,1.226,0.31
628,Refi,1.060,0
628,Refi,1.424,0
628,Refi,1.218,0
628,Refi,1.244,0
628,Refi,1.264,0
628,Refi,1.291,0
628,Refi,1.320,0
628,Refi,1.321,0
628,Refi,1.330,0
628,Refi,1.348,0
628,Refi,1.351,0.31
628,Refi,1.359,0
628,Refi,1.385,0.31
629,Refi,0.770,0
629,Purchase,0.898,0
629,Refi,1.461,0
629,Refi,1.287,0
629,Refi,1.383,0
629,Refi,0.948,0
629,Refi,0.992,0
629,Refi,1.071,0
629,Refi,1.103,0
629,Purchase,1.130,0
629,Refi,1.414,0
629,Refi,1.418,0
629,Refi,1.425,0
629,Refi,1.126,0.19
629,Refi,1.166,0.19
629,Refi,1.189,0
629,Refi,1.237,0
629,Refi,1.369,0
629,Refi,1.40152,0
629,Refi,1.40921,0
630,Purchase,0.703,0
630,Purchase,0.726,0
630,Purchase,1.338,0
630,Refi,1.374,0
630,Refi,1.101,0
630,Purchase,1.015,0
630,Purchase,1.092,0
630,Purchase,1.105,0
630,Refi,1.446,0
630,Refi,1.155,0
630,Refi,1.213,0
630,Refi,1.248,0
630,Refi,1.281,0
630,Refi,1.321,0
630,Refi,1.335,0
630,Refi,1.341,0
630,Refi,1.343,0
630,Refi,1.361,0
630,Refi,1.366,0
630,Refi,1.399,0
631,Purchase,1.595,0
631,Purchase,1.450,0
631,Refi,0.889,0
631,Refi,0.960,0
631,Refi,1.257,0.31
631,Refi,0.998,0
631,Refi,1.056,0
631,Refi,1.087,0
631,Purchase,0.958,0
631,Purchase,0.963,0
631,Purchase,1.150,0.19
631,Refi,1.470,0
631,Refi,1.122,0
631,Refi,1.146,0
631,Refi,1.190,0
631,Refi,1.206,0
631,Refi,1.320,0
631,Refi,1.347,0
631,Refi,1.365,0
631,Refi,1.371,0
631,Refi,1.394,0
631,Refi,1.40918,0
631,Refi,1.223,0
631,Refi,1.225,0
631,Refi,1.246,0
632,Refi,1.524,0
632,Purchase,0.890,0
632,Purchase,0.513,0
632,Purchase,0.554,0
632,Refi,0.881,0
632,Refi,0.997,0
632,Refi,1.095,0
632,Purchase,1.050,0
632,Purchase,1.107,0
632,Refi,1.370,0
632,Refi,1.294,0
632,Refi,0.911,0
632,Purchase,0.980,0
632,Purchase,1.207,0
632,Refi,1.438,0
632,Refi,1.153,0
632,Refi,1.163,0
632,Refi,1.178,0
632,Refi,1.179,0
632,Refi,1.180,0
632,Refi,1.312,0
632,Refi,1.385,0
632,Refi,1.243,0
632,Refi,1.252,0
632,Refi,1.272,0
633,Purchase,0.458,0
633,Purchase,0.797,0
633,Refi,0.903,0
633,Purchase,1.336,0
633,Purchase,1.047,0
633,Refi,1.322,0
633,Refi,1.232,0
633,Purchase,1.221,0
633,Purchase,1.300,0
633,Purchase,1.080,0
633,Refi,1.483,0
633,Refi,1.180,0
633,Refi,1.185,0
633,Refi,1.190,0
633,Refi,1.321,0
633,Refi,1.395,0
633,Refi,1.246,0
633,Refi,1.264,0
633,Refi,1.273,0
633,Refi,1.286,0
633,Refi,1.306,0
634,Purchase,0.489,0
634,Purchase,1.399,0
634,Purchase,1.238,0
634,Purchase,1.154,0
634,Refi,1.418,0
634,Purchase,1.275,0
634,Purchase,1.203,0
634,Refi,1.467,0
634,Refi,1.140,0
634,Refi,1.167,0
634,Refi,1.312,0.31
634,Refi,1.367,0
634,Refi,1.392,0
634,Refi,1.264,0
634,Refi,1.309,0
635,Purchase,1.427,0
635,Refi,1.075,0
635,Purchase,0.978,0
635,Purchase,1.009,0
635,Purchase,1.045,0
635,Refi,1.451,0
635,Refi,1.165,0
635,Refi,0.963,0
635,Refi,0.976,0
635,Refi,0.986,0
635,Refi,1.061,0
635,Purchase,1.253,0
635,Purchase,1.254,0
635,Purchase,1.134,0
635,Purchase,1.173,0
635,Purchase,1.042,0
635,Purchase,1.102,0
635,Refi,1.447,0
635,Refi,1.130,0
635,Refi,1.166,0
635,Refi,1.310,0
635,Refi,1.333,0
635,Refi,1.347,0
635,Refi,1.40919,0
635,Refi,1.268,0
635,Refi,1.271,0.5
635,Refi,1.303,0
636,Purchase,1.498,0
636,Purchase,0.565,0.25
636,Purchase,1.199,0
636,Refi,1.278,0
636,Refi,0.961,0
636,Refi,1.035,0
636,Refi,1.109,0.25
636,Purchase,0.913,0
636,Purchase,1.051,0
636,Purchase,1.103,0
636,Refi,1.411,0
636,Refi,1.446,0
636,Refi,1.150,0
636,Refi,1.169,0.33
636,Refi,1.195,0.27
636,Refi,1.321,0
636,Refi,1.333,0.27
636,Refi,1.355,0
636,Refi,1.40886,0
636,Refi,1.290,0
637,Purchase,0.746,0
637,Purchase,1.246,0
637,Purchase,1.132,0
637,Purchase,0.972,0
637,Purchase,1.078,0
637,Refi,1.456,0
637,Refi,1.457,0
637,Refi,1.115,0
637,Refi,1.115,0
637,Refi,1.152,0
637,Refi,1.179,0
637,Refi,1.197,33
637,Refi,1.343,0
637,Refi,1.389,0
637,Refi,1.396,0
637,Refi,1.220,0
637,Refi,1.265,0
638,Purchase,0.825,0.18
638,Purchase,1.340,0.23
638,Purchase,1.389,0
638,Purchase,0.947,0.29
638,Refi,1.467,0
638,Refi,1.335,0
638,Refi,1.271,0
638,Refi,1.271,0
638,Purchase,1.232,0
638,Purchase,1.198,0
638,Purchase,1.063,0
638,Refi,1.011,0
638,Refi,1.107,0
638,Refi,1.112,0
638,Refi,1.194,0
638,Refi,1.390,0
638,Refi,1.215,0
638,Refi,1.308,0
639,Refi,0.756,0
639,Purchase,1.515,0
639,Refi,0.867,0
639,Refi,0.888,0
639,Purchase,1.360,0
639,Purchase,1.260,0
639,Purchase,0.960,0
639,Refi,1.153,0
639,Refi,1.362,0
639,Purchase,1.255,0
639,Purchase,0.931,0
639,Purchase,0.998,0
639,Purchase,1.138,0
639,Purchase,1.210,0
639,Purchase,1.035,0
639,Purchase,1.085,0
639,Refi,1.411,0
639,Refi,1.486,0
639,Refi,1.040,0
639,Refi,1.343,0
639,Refi,1.343,0
639,Refi,1.352,0
639,Refi,1.376,0
639,Refi,1.400,0
639,Refi,1.224,0
639,Refi,1.224,0
639,Refi,1.254,0
639,Refi,1.265,0
639,Refi,1.266,0
639,Refi,1.268,0
639,Refi,1.307,0
640,Refi,1.765,0
640,Refi,1.574,0
640,Purchase,0.734,0
640,Purchase,0.799,0
640,Purchase,0.803,0
640,Purchase,1.360,0
640,Purchase,1.117,0
640,Purchase,1.088,0
640,Purchase,1.102,0
640,Refi,1.424,0.3
640,Refi,1.500,0
640,Refi,0.987,0
640,Refi,0.987,0
640,Purchase,1.224,0
640,Purchase,0.930,0
640,Purchase,0.988,0
640,Purchase,1.143,0
640,Refi,1.469,0
640,Refi,1.493,0.17
640,Refi,1.196,0
640,Refi,1.201,0
640,Refi,1.334,0.27
640,Refi,1.364,0
640,Refi,1.381,0.29
640,Refi,1.393,0
640,Refi,1.222,0
640,Refi,1.226,0
640,Refi,1.231,0
640,Refi,1.237,0
640,Refi,1.282,0
640,Refi,1.288,0
641,Refi,0.513,0
641,Refi,1.574,0
641,Purchase,1.395,0
641,Purchase,1.252,0
641,Refi,1.078,0
641,Refi,1.431,0
641,Refi,1.461,0
641,Refi,1.312,0
641,Purchase,1.200,0.18
641,Purchase,1.105,0.23
641,Refi,0.960,0
641,Refi,1.091,0
641,Refi,1.098,0.29
641,Refi,1.475,0
641,Refi,1.174,0
641,Refi,1.178,0
641,Refi,1.221,0
641,Refi,1.232,0.3
641,Refi,1.263,0
642,Purchase,0.824,0.23
642,Refi,0.824,0
642,Refi,0.830,0
642,Purchase,1.323,0
642,Purchase,1.324,0
642,Purchase,1.254,0
642,Purchase,1.193,0
642,Refi,0.999,0
642,Refi,1.055,0
642,Refi,1.220,0.29
642,Refi,1.260,0
642,Purchase,1.210,0
642,Purchase,1.211,0
642,Purchase,1.242,0
642,Purchase,1.022,0
642,Purchase,1.098,0
642,Refi,0.993,0
642,Refi,1.045,0
642,Refi,1.082,0
642,Refi,1.094,0
642,Refi,1.449,0
642,Refi,1.132,0
642,Refi,1.313,0
642,Refi,1.314,0
642,Refi,1.317,0.3
642,Refi,1.40365,0
642,Refi,1.239,0
642,Refi,1.247,0
643,Refi,0.688,0
643,Refi,1.590,0
643,Purchase,1.339,0
643,Refi,1.516,0.29
643,Purchase,1.292,0
643,Refi,1.326,0
643,Refi,1.260,0
643,Purchase,1.300,0
643,Purchase,1.076,0
643,Purchase,1.104,0
643,Refi,0.959,0.5
643,Refi,1.067,0.4
643,Refi,1.073,0
643,Refi,1.422,0
643,Refi,1.488,0
643,Refi,1.123,0
643,Refi,1.138,0
643,Refi,1.319,0
643,Refi,1.375,0
643,Refi,1.235,0
643,Refi,1.310,0
644,Purchase,1.464,0
644,Refi,0.870,0
644,Refi,0.875,0.13
644,Purchase,0.984,0
644,Purchase,1.005,0
644,Purchase,1.134,0
644,Refi,1.172,0.29
644,Refi,1.213,0
644,Purchase,0.926,0
644,Purchase,0.929,0.25
644,Purchase,1.141,0
644,Purchase,1.196,0
644,Purchase,1.044,0
644,Purchase,1.058,0
644,Purchase,1.064,0
644,Purchase,1.090,0
644,Purchase,1.091,0
644,Refi,0.976,0
644,Refi,1.430,0
644,Refi,1.431,0
644,Refi,1.464,0
644,Refi,1.117,0
644,Refi,1.161,0
644,Refi,1.181,0
644,Refi,1.316,0.4
644,Refi,1.328,0
644,Refi,1.336,0
644,Refi,1.361,0
644,Refi,1.381,0
644,Refi,1.397,0.29
644,Refi,1.240,0
644,Refi,1.271,0
644,Refi,1.271,0
644,Refi,1.290,0
644,Refi,1.293,0
644,Refi,1.309,0
645,Purchase,0.877,0
645,Refi,0.856,0
645,Refi,1.519,0
645,Purchase,1.350,0
645,Purchase,0.680,0
645,Purchase,1.140,0
645,Purchase,1.015,0
645,Purchase,1.019,0
645,Refi,0.987,0
645,Refi,1.098,0
645,Refi,1.104,0
645,Refi,1.478,0
645,Refi,1.495,0.27
645,Refi,1.129,0
645,Refi,1.165,0.27
645,Refi,1.318,0
645,Refi,1.329,0
645,Refi,1.344,0.33
645,Refi,1.351,0
645,Refi,1.356,0
645,Refi,1.387,0
645,Refi,1.253,0
646,Purchase,0.789,0
646,Purchase,0.825,0
646,Purchase,1.189,0
646,Refi,1.146,0
646,Refi,1.255,0
646,Purchase,0.912,0
646,Purchase,1.115,0
646,Purchase,1.190,0
646,Refi,0.944,0
646,Refi,0.968,0
646,Refi,1.008,0
646,Refi,1.048,0.5
646,Refi,1.104,0
646,Refi,1.420,0
646,Refi,1.447,0
646,Refi,1.364,0
646,Refi,1.389,0
646,Refi,1.40521,0
646,Refi,1.245,0
646,Refi,1.277,0.4
646,Refi,1.284,0
646,Refi,1.305,0
647,Purchase,1.376,0
647,Refi,0.999,0
647,Refi,1.003,0
647,Refi,1.490,0.29
647,Refi,1.146,0
647,Refi,1.268,0
647,Purchase,1.287,0
647,Purchase,0.930,0
647,Purchase,0.965,0
647,Purchase,1.137,0
647,Purchase,1.203,0
647,Refi,0.929,0
647,Refi,0.952,0.29
647,Refi,0.967,0.29
647,Refi,0.997,0
647,Refi,1.005,0
647,Refi,1.084,0
647,Refi,1.084,0.33
647,Refi,1.410,0
647,Refi,1.424,0
647,Refi,1.469,0.33
647,Refi,1.128,0
647,Refi,1.151,0
647,Refi,1.169,0.4
647,Refi,1.321,0
647,Refi,1.378,0
647,Refi,1.383,0
647,Refi,1.384,0.29
647,Refi,1.220,0
647,Refi,1.221,0
647,Refi,1.247,0
647,Refi,1.291,0
647,Refi,1.308,0
648,Purchase,1.237,0
648,Refi,1.143,0
648,Refi,1.387,0
648,Purchase,1.189,0
648,Purchase,1.108,0
648,Refi,0.972,0
648,Refi,0.975,0
648,Refi,0.991,0.25
648,Refi,1.033,0
648,Refi,1.038,0
648,Refi,1.041,0
648,Refi,1.117,0.27
648,Refi,1.155,0
648,Refi,1.172,0
648,Refi,1.183,0
648,Refi,1.399,0
648,Refi,1.228,0
648,Refi,1.231,0.4
648,Refi,1.244,0
648,Refi,1.247,0
648,Refi,1.252,0
649,Purchase,0.810,0.29
649,Refi,1.520,0
649,Refi,1.424,0
649,Refi,1.174,0
649,Refi,1.284,0
649,Purchase,0.920,0
649,Purchase,0.944,0
649,Purchase,0.992,0
649,Purchase,1.139,0
649,Purchase,1.071,0
649,Refi,0.977,0
649,Refi,1.008,0
649,Refi,1.450,0
649,Refi,1.453,0
649,Refi,1.459,0
649,Refi,1.459,0
649,Refi,1.465,0
649,Refi,1.111,0.2
649,Refi,1.176,0
649,Refi,1.206,0
649,Refi,1.374,0.33
649,Refi,1.241,0
649,Refi,1.244,0
649,Refi,1.248,0
649,Refi,1.256,0
649,Refi,1.282,0
650,Purchase,0.409,0.4
650,Purchase,0.720,0
650,Purchase,1.437,0
650,Refi,1.532,0
650,Purchase,1.212,0
650,Purchase,1.053,0
650,Refi,1.242,0
650,Refi,1.266,0
650,Purchase,1.247,0
650,Purchase,0.929,0
650,Purchase,0.947,0
650,Purchase,0.961,0
650,Purchase,1.180,0
650,Refi,1.081,0
650,Refi,1.081,0
650,Refi,1.093,0
650,Refi,1.031,0.43
650,Refi,1.471,0.43
650,Refi,1.474,0
650,Refi,1.50325,0
650,Refi,1.149,0
650,Refi,1.188,0
650,Refi,1.322,0.25
650,Refi,1.323,0
650,Refi,1.269,0
650,Refi,1.283,0
650,Refi,1.290,0
650,Refi,1.302,0.67
651,Refi,0.595,0.67
651,Refi,0.757,0
651,Refi,1.60410,0.67
651,Purchase,1.397,0
651,Purchase,1.411,0
651,Purchase,1.501,0
651,Purchase,0.978,0
651,Purchase,0.996,0
651,Purchase,1.009,0
651,Purchase,1.457,0
651,Purchase,1.078,0
651,Refi,1.483,0
651,Refi,1.216,0
651,Purchase,1.299,0
651,Purchase,1.301,0
651,Refi,0.821,0
651,Refi,0.832,0
651,Refi,0.914,0
651,Purchase,1.115,0
651,Refi,1.042,0
651,Refi,1.057,0
651,Refi,1.074,0
651,Refi,1.084,0
651,Refi,1.105,0
651,Refi,1.133,0
651,Refi,1.156,0
651,Refi,1.167,0.47
651,Refi,1.183,0
651,Refi,1.202,0
651,Refi,1.205,0
651,Refi,1.428,0
651,Refi,1.491,0
651,Refi,1.340,0.43
651,Refi,1.366,0
651,Refi,1.226,0
651,Refi,1.231,0
651,Refi,1.239,0
651,Refi,1.248,0
651,Refi,1.259,0
651,Refi,1.259,0
651,Refi,1.267,0
651,Refi,1.279,0.47
651,Refi,1.294,0
651,Refi,1.308,0
652,Refi,1.412,0
652,Refi,0.930,0.2
652,Refi,0.931,0
652,Purchase,1.075,0
652,Purchase,1.086,0
652,Refi,1.017,0
652,Refi,1.074,0.47
652,Refi,1.097,0
652,Refi,1.111,0
652,Refi,1.184,0
652,Refi,1.209,0
652,Refi,1.413,0
652,Refi,1.483,0
652,Refi,1.324,0
652,Refi,1.340,0.2
652,Refi,1.354,0
652,Refi,1.363,0
652,Refi,1.215,0
652,Refi,1.231,0
652,Refi,1.253,0
652,Refi,1.278,0
653,Purchase,0.995,0
653,Purchase,1.056,0
653,Purchase,1.101,0
653,Purchase,1.115,0
653,Purchase,1.189,0
653,Purchase,1.222,0
653,Purchase,1.268,0
653,Refi,1.170,0
653,Refi,1.171,0.25
653,Refi,1.195,0
653,Purchase,1.115,0
653,Refi,1.430,0
653,Refi,1.435,0
653,Refi,1.479,0
653,Refi,1.377,0
653,Refi,1.271,0.67
653,Refi,1.304,0
654,Refi,0.777,0
654,Purchase,0.990,0
654,Purchase,0.827,0
654,Purchase,0.854,0
654,Purchase,0.856,0
654,Refi,1.462,0
654,Refi,1.315,0
654,Refi,1.277,0
654,Refi,0.875,0
654,Refi,0.928,0
654,Refi,0.971,0.47
654,Purchase,1.026,0
654,Purchase,1.173,0
654,Purchase,1.187,0
654,Refi,1.114,0
654,Refi,1.124,0.47
654,Refi,1.125,0
654,Refi,1.167,0
654,Refi,1.204,0
654,Refi,1.427,0
654,Refi,1.450,0
654,Refi,1.467,0
654,Refi,1.471,0
654,Refi,1.316,0
654,Refi,1.372,0.15
654,Refi,1.378,0
654,Refi,1.215,0
654,Refi,1.290,0
655,Refi,1.533,0
655,Purchase,0.954,0.15
655,Purchase,0.908,0
655,Refi,0.972,0
655,Purchase,1.035,0
655,Purchase,1.152,0
655,Refi,1.195,0
655,Refi,1.475,0
655,Refi,1.218,0
655,Refi,1.233,0.47
655,Refi,0.961,0
655,Purchase,1.016,0
655,Purchase,1.084,0
655,Purchase,1.101,0
655,Purchase,1.166,0
655,Refi,1.080,0
655,Refi,1.176,0
655,Refi,1.181,0
655,Refi,1.458,0.47
655,Refi,1.461,0
655,Refi,1.338,0
655,Refi,1.347,0
655,Refi,1.384,0
656,Refi,1.794,0.25
656,Refi,1.434,0
656,Refi,1.448,0
656,Refi,1.383,0
656,Refi,1.40016,0
656,Refi,1.249,0
656,Refi,0.885,0
656,Refi,0.960,0
656,Purchase,1.028,0
656,Purchase,1.103,0
656,Purchase,1.167,0
656,Purchase,1.178,0
656,Refi,1.095,0
656,Refi,1.101,0
656,Refi,1.137,0.5
656,Refi,1.192,0
656,Refi,1.194,0
656,Refi,1.313,0.67
656,Refi,1.322,0.67
656,Refi,1.336,0
656,Refi,1.342,0
656,Refi,1.214,0.47
656,Refi,1.216,0
656,Refi,1.265,0
656,Refi,1.284,0
656,Refi,1.287,0
656,Refi,1.304,0
656,Refi,1.309,0
657,Purchase,0.589,0
657,Purchase,0.607,0
657,Purchase,0.746,0
657,Purchase,0.802,0
657,Purchase,1.421,0
657,Purchase,1.270,0
657,Refi,1.614,0.38
657,Refi,1.184,0.3
657,Refi,0.865,0
657,Refi,0.960,0
657,Purchase,1.160,0
657,Purchase,1.163,0
657,Purchase,1.191,0
657,Refi,1.115,0
657,Refi,1.467,0
657,Refi,1.470,0
657,Refi,1.396,0
657,Refi,1.40760,0
657,Refi,1.271,0
657,Refi,1.284,0
657,Refi,1.290,0
658,Purchase,0.909,0
658,Purchase,1.237,0
658,Purchase,1.247,0
658,Refi,0.871,0
658,Purchase,1.073,0
658,Refi,1.028,0
658,Refi,1.411,0
658,Refi,1.450,0
658,Refi,1.40412,0
658,Refi,0.849,0
658,Refi,1.101,0
658,Purchase,1.179,0
658,Refi,1.078,0.31
658,Refi,1.099,0
658,Refi,1.425,0.31
658,Refi,1.475,0
658,Refi,1.50292,0
658,Refi,1.287,0
658,Refi,1.295,0
659,Purchase,0.744,0
659,Purchase,0.991,0
659,Refi,1.345,0
659,Refi,0.902,0
659,Refi,0.907,0
659,Refi,0.968,0
659,Purchase,1.038,0.2
659,Purchase,1.145,0
659,Refi,1.210,0
659,Refi,1.315,0
659,Refi,1.338,0
659,Refi,1.349,0
659,Refi,1.358,0.2
659,Refi,1.40537,0
659,Refi,1.235,0
659,Refi,1.264,0
659,Refi,1.272,0.2
660,Purchase,0.738,0
660,Purchase,0.759,0.18
660,Purchase,1.502,0
660,Purchase,0.868,0
660,Purchase,1.247,0
660,Purchase,1.312,0
660,Purchase,0.822,0
660,Purchase,0.908,0
660,Refi,1.481,0
660,Refi,0.916,0.3
660,Refi,1.014,0
660,Refi,1.045,0
660,Purchase,1.064,0
660,Purchase,1.088,0
660,Purchase,1.189,0
660,Refi,1.165,0
660,Refi,1.191,0
660,Refi,1.442,0.33
660,Refi,1.458,0
660,Refi,1.342,0
660,Refi,1.220,0
661,Refi,0.509,0
661,Refi,0.784,0
661,Purchase,0.888,0
661,Refi,0.921,0
661,Purchase,0.697,0
661,Purchase,1.166,0
661,Purchase,1.167,0
661,Refi,1.172,0.18
661,Refi,1.481,0
661,Purchase,1.312,0
661,Purchase,0.940,0.31
661,Purchase,0.981,0
661,Refi,1.079,0
661,Refi,1.341,0
661,Refi,1.112,0
661,Refi,1.143,0
661,Refi,1.153,0
661,Refi,1.165,0
661,Refi,1.198,0
661,Refi,1.242,0
661,Refi,1.270,0
661,Refi,1.435,0
662,Purchase,0.477,0.38
662,Purchase,0.513,0
662,Purchase,0.587,0
662,Refi,0.779,0.2
662,Refi,0.831,0
662,Refi,1.585,0.38
662,Refi,1.826,0
662,Purchase,1.457,0
662,Purchase,1.250,0.38
662,Purchase,0.963,0
662,Purchase,1.109,0
662,Refi,1.262,0
662,Purchase,1.368,0.3
662,Purchase,1.121,0
662,Refi,1.364,0.3
662,Refi,1.374,0
662,Refi,1.40517,0
662,Purchase,1.033,0
662,Purchase,1.049,0
662,Refi,1.176,0
662,Refi,1.176,0
662,Refi,1.181,0.33
662,Refi,1.206,0
662,Refi,1.267,0
662,Refi,1.286,0
662,Refi,1.430,0
662,Refi,1.435,0
663,Purchase,0.577,0
663,Purchase,0.744,0
663,Purchase,1.418,0.38
663,Purchase,0.892,0.3
663,Refi,0.980,0.2
663,Refi,0.894,0
663,Refi,0.824,0
663,Refi,0.829,0
663,Refi,1.039,0
663,Refi,1.309,0
663,Purchase,1.310,0
663,Purchase,1.252,0
663,Refi,1.355,0
663,Refi,1.362,0
663,Purchase,1.073,0
663,Purchase,1.074,0
663,Purchase,1.078,0
663,Refi,1.147,0
663,Refi,1.205,0
663,Refi,1.473,0
664,Purchase,0.851,0
664,Refi,1.003,0.3
664,Refi,1.027,0
664,Refi,1.064,0
664,Refi,1.216,0
664,Refi,1.427,0
664,Purchase,1.329,0
664,Purchase,1.208,0
664,Purchase,1.262,0
664,Purchase,0.953,0
664,Refi,1.337,0
664,Refi,1.348,0
664,Refi,1.348,0
664,Purchase,1.089,0
664,Refi,1.111,0
664,Refi,1.127,0
664,Refi,1.133,0
664,Refi,1.441,0
664,Refi,1.472,0.31
665,Purchase,0.791,0
665,Purchase,1.420,0.38
665,Purchase,0.840,0.2
665,Purchase,0.884,0
665,Refi,0.870,0
